FeatureCode,DateCode,Measurement,Units,Value,Rent and charges
E07000034,2016-2017,PRP rents and charges,,92.1,b. Weekly total charges mean
E07000034,2015-2016,PRP rents and charges,,88.4,a. Weekly rent mean
E07000034,2015-2016,PRP rents and charges,,109.9,b. Weekly total charges mean
E07000034,2014-2015,PRP rents and charges,,84.3,a. Weekly rent mean
E06000032,2015-2016,PRP rents and charges,,99.4,a. Weekly rent mean
E06000032,2016-2017,PRP rents and charges,,89.2,a. Weekly rent mean
E06000032,2013-2014,PRP rents and charges,,91.3,a. Weekly rent mean
E06000032,2014-2015,PRP rents and charges,,99.4,a. Weekly rent mean
E06000032,2015-2016,PRP rents and charges,,110.2,b. Weekly total charges mean
E06000032,2013-2014,PRP rents and charges,,98.7,b. Weekly total charges mean
E06000032,2016-2017,PRP rents and charges,,98,b. Weekly total charges mean
E06000032,2014-2015,PRP rents and charges,,107,b. Weekly total charges mean
E06000033,2013-2014,PRP rents and charges,,103.1,b. Weekly total charges mean
E06000033,2016-2017,PRP rents and charges,,102.5,b. Weekly total charges mean
E06000033,2016-2017,PRP rents and charges,,87.9,a. Weekly rent mean
E06000033,2014-2015,PRP rents and charges,,105.2,b. Weekly total charges mean
E06000033,2015-2016,PRP rents and charges,,100.9,b. Weekly total charges mean
E06000033,2014-2015,PRP rents and charges,,88.8,a. Weekly rent mean
E06000033,2013-2014,PRP rents and charges,,86.7,a. Weekly rent mean
E06000033,2015-2016,PRP rents and charges,,85.8,a. Weekly rent mean
E06000034,2015-2016,PRP rents and charges,,110.1,a. Weekly rent mean
E06000034,2016-2017,PRP rents and charges,,105,a. Weekly rent mean
E06000034,2016-2017,PRP rents and charges,,112.2,b. Weekly total charges mean
E06000034,2013-2014,PRP rents and charges,,94.3,a. Weekly rent mean
E06000034,2014-2015,PRP rents and charges,,103.4,b. Weekly total charges mean
E06000034,2015-2016,PRP rents and charges,,114.8,b. Weekly total charges mean
E06000034,2013-2014,PRP rents and charges,,102.6,b. Weekly total charges mean
E06000034,2014-2015,PRP rents and charges,,97.2,a. Weekly rent mean
E06000036,2013-2014,PRP rents and charges,,103.5,b. Weekly total charges mean
E06000036,2013-2014,PRP rents and charges,,100.4,a. Weekly rent mean
E06000036,2014-2015,PRP rents and charges,,106.5,b. Weekly total charges mean
E06000036,2015-2016,PRP rents and charges,,105.6,a. Weekly rent mean
E06000036,2014-2015,PRP rents and charges,,102.5,a. Weekly rent mean
E06000036,2016-2017,PRP rents and charges,,108.3,b. Weekly total charges mean
E06000036,2015-2016,PRP rents and charges,,110,b. Weekly total charges mean
E06000036,2016-2017,PRP rents and charges,,103.2,a. Weekly rent mean
E06000037,2015-2016,PRP rents and charges,,124.5,b. Weekly total charges mean
E06000037,2016-2017,PRP rents and charges,,115.7,a. Weekly rent mean
E06000037,2015-2016,PRP rents and charges,,119.4,a. Weekly rent mean
E06000037,2014-2015,PRP rents and charges,,113.3,a. Weekly rent mean
E06000037,2013-2014,PRP rents and charges,,113.4,a. Weekly rent mean
E06000037,2016-2017,PRP rents and charges,,120.5,b. Weekly total charges mean
E06000037,2013-2014,PRP rents and charges,,118,b. Weekly total charges mean
E06000037,2014-2015,PRP rents and charges,,118,b. Weekly total charges mean
E06000038,2016-2017,PRP rents and charges,,127.4,b. Weekly total charges mean
E06000038,2013-2014,PRP rents and charges,,120.9,b. Weekly total charges mean
E06000038,2016-2017,PRP rents and charges,,115.7,a. Weekly rent mean
E06000038,2015-2016,PRP rents and charges,,119,a. Weekly rent mean
E06000038,2014-2015,PRP rents and charges,,125.2,b. Weekly total charges mean
E06000038,2013-2014,PRP rents and charges,,110.1,a. Weekly rent mean
E06000038,2014-2015,PRP rents and charges,,115.4,a. Weekly rent mean
E06000038,2015-2016,PRP rents and charges,,129.9,b. Weekly total charges mean
E06000039,2016-2017,PRP rents and charges,,109.5,a. Weekly rent mean
E06000039,2014-2015,PRP rents and charges,,127.2,b. Weekly total charges mean
E06000039,2014-2015,PRP rents and charges,,118.7,a. Weekly rent mean
E06000039,2015-2016,PRP rents and charges,,127.4,a. Weekly rent mean
E06000039,2016-2017,PRP rents and charges,,118.7,b. Weekly total charges mean
E06000039,2015-2016,PRP rents and charges,,136.5,b. Weekly total charges mean
E06000039,2013-2014,PRP rents and charges,,115.2,a. Weekly rent mean
E06000039,2013-2014,PRP rents and charges,,123.5,b. Weekly total charges mean
E06000040,2014-2015,PRP rents and charges,,118.7,a. Weekly rent mean
E06000040,2015-2016,PRP rents and charges,,121.6,a. Weekly rent mean
E06000040,2014-2015,PRP rents and charges,,124.2,b. Weekly total charges mean
E06000040,2013-2014,PRP rents and charges,,115.3,b. Weekly total charges mean
E06000040,2013-2014,PRP rents and charges,,109.6,a. Weekly rent mean
E06000040,2016-2017,PRP rents and charges,,122.3,b. Weekly total charges mean
E06000040,2016-2017,PRP rents and charges,,117.4,a. Weekly rent mean
E06000040,2015-2016,PRP rents and charges,,127.2,b. Weekly total charges mean
E06000041,2014-2015,PRP rents and charges,,143.3,b. Weekly total charges mean
E06000041,2016-2017,PRP rents and charges,,148.7,b. Weekly total charges mean
E06000041,2015-2016,PRP rents and charges,,139.3,a. Weekly rent mean
E06000041,2013-2014,PRP rents and charges,,124.8,b. Weekly total charges mean
E06000041,2016-2017,PRP rents and charges,,142.5,a. Weekly rent mean
E06000041,2013-2014,PRP rents and charges,,117.3,a. Weekly rent mean
E06000041,2015-2016,PRP rents and charges,,146.5,b. Weekly total charges mean
E06000041,2014-2015,PRP rents and charges,,136.4,a. Weekly rent mean
E06000042,2013-2014,PRP rents and charges,,93.1,a. Weekly rent mean
E06000042,2014-2015,PRP rents and charges,,98.8,a. Weekly rent mean
E06000042,2016-2017,PRP rents and charges,,105.1,b. Weekly total charges mean
E06000042,2016-2017,PRP rents and charges,,96.6,a. Weekly rent mean
E06000042,2015-2016,PRP rents and charges,,103.1,a. Weekly rent mean
E06000042,2015-2016,PRP rents and charges,,109.8,b. Weekly total charges mean
E06000042,2014-2015,PRP rents and charges,,105.8,b. Weekly total charges mean
E06000042,2013-2014,PRP rents and charges,,101.4,b. Weekly total charges mean
E06000044,2016-2017,PRP rents and charges,,104.7,b. Weekly total charges mean
E06000044,2013-2014,PRP rents and charges,,93.4,a. Weekly rent mean
E06000044,2014-2015,PRP rents and charges,,111.2,b. Weekly total charges mean
E06000044,2015-2016,PRP rents and charges,,95.5,a. Weekly rent mean
E06000044,2015-2016,PRP rents and charges,,109.1,b. Weekly total charges mean
E06000044,2016-2017,PRP rents and charges,,92.3,a. Weekly rent mean
E06000044,2014-2015,PRP rents and charges,,99.9,a. Weekly rent mean
E06000044,2013-2014,PRP rents and charges,,105.8,b. Weekly total charges mean
E06000045,2014-2015,PRP rents and charges,,103,a. Weekly rent mean
E06000045,2015-2016,PRP rents and charges,,103.1,a. Weekly rent mean
E06000045,2016-2017,PRP rents and charges,,103.1,a. Weekly rent mean
E06000045,2016-2017,PRP rents and charges,,112.9,b. Weekly total charges mean
E06000045,2014-2015,PRP rents and charges,,111.6,b. Weekly total charges mean
E06000045,2013-2014,PRP rents and charges,,101.2,a. Weekly rent mean
E06000045,2015-2016,PRP rents and charges,,112,b. Weekly total charges mean
E06000045,2013-2014,PRP rents and charges,,111.3,b. Weekly total charges mean
E09000002,2015-2016,PRP rents and charges,,139.1,a. Weekly rent mean
E09000002,2013-2014,PRP rents and charges,,123.2,b. Weekly total charges mean
E09000002,2014-2015,PRP rents and charges,,131.1,a. Weekly rent mean
E09000002,2016-2017,PRP rents and charges,,115.6,a. Weekly rent mean
E09000002,2015-2016,PRP rents and charges,,148.8,b. Weekly total charges mean
E09000002,2014-2015,PRP rents and charges,,139.7,b. Weekly total charges mean
E09000002,2013-2014,PRP rents and charges,,114,a. Weekly rent mean
E09000002,2016-2017,PRP rents and charges,,119.4,b. Weekly total charges mean
E09000003,2013-2014,PRP rents and charges,,135.5,b. Weekly total charges mean
E09000003,2013-2014,PRP rents and charges,,121.9,a. Weekly rent mean
E09000003,2014-2015,PRP rents and charges,,142.3,b. Weekly total charges mean
E09000003,2016-2017,PRP rents and charges,,142,b. Weekly total charges mean
E09000003,2014-2015,PRP rents and charges,,125.3,a. Weekly rent mean
E09000003,2015-2016,PRP rents and charges,,143.7,b. Weekly total charges mean
E09000003,2015-2016,PRP rents and charges,,125.6,a. Weekly rent mean
E09000003,2016-2017,PRP rents and charges,,126.6,a. Weekly rent mean
E09000004,2013-2014,PRP rents and charges,,117.3,b. Weekly total charges mean
E09000004,2016-2017,PRP rents and charges,,104.5,a. Weekly rent mean
E09000004,2014-2015,PRP rents and charges,,103.2,a. Weekly rent mean
E09000004,2013-2014,PRP rents and charges,,105.2,a. Weekly rent mean
E09000004,2015-2016,PRP rents and charges,,120.3,b. Weekly total charges mean
E09000004,2016-2017,PRP rents and charges,,119.2,b. Weekly total charges mean
E09000004,2015-2016,PRP rents and charges,,105.7,a. Weekly rent mean
E09000004,2014-2015,PRP rents and charges,,121.2,b. Weekly total charges mean
E09000005,2016-2017,PRP rents and charges,,144.8,b. Weekly total charges mean
E09000005,2016-2017,PRP rents and charges,,131,a. Weekly rent mean
E09000005,2014-2015,PRP rents and charges,,128.3,a. Weekly rent mean
E09000005,2015-2016,PRP rents and charges,,133.3,a. Weekly rent mean
E09000005,2015-2016,PRP rents and charges,,145.9,b. Weekly total charges mean
E09000005,2013-2014,PRP rents and charges,,123.8,a. Weekly rent mean
E09000005,2014-2015,PRP rents and charges,,140.8,b. Weekly total charges mean
E09000005,2013-2014,PRP rents and charges,,134.8,b. Weekly total charges mean
E09000006,2015-2016,PRP rents and charges,,112.6,a. Weekly rent mean
E09000006,2016-2017,PRP rents and charges,,110.7,a. Weekly rent mean
E09000006,2015-2016,PRP rents and charges,,125,b. Weekly total charges mean
E09000006,2016-2017,PRP rents and charges,,122.3,b. Weekly total charges mean
E09000006,2014-2015,PRP rents and charges,,123.6,b. Weekly total charges mean
E09000006,2014-2015,PRP rents and charges,,112.4,a. Weekly rent mean
E09000006,2013-2014,PRP rents and charges,,105.7,a. Weekly rent mean
E09000006,2013-2014,PRP rents and charges,,114.7,b. Weekly total charges mean
E09000007,2014-2015,PRP rents and charges,,130.8,a. Weekly rent mean
E09000007,2014-2015,PRP rents and charges,,141.8,b. Weekly total charges mean
E09000007,2013-2014,PRP rents and charges,,131.1,a. Weekly rent mean
E09000007,2016-2017,PRP rents and charges,,139.5,a. Weekly rent mean
E09000007,2016-2017,PRP rents and charges,,153.7,b. Weekly total charges mean
E09000007,2015-2016,PRP rents and charges,,135,a. Weekly rent mean
E09000007,2015-2016,PRP rents and charges,,147.6,b. Weekly total charges mean
E09000007,2013-2014,PRP rents and charges,,148.8,b. Weekly total charges mean
E07000035,2013-2014,PRP rents and charges,,94.5,b. Weekly total charges mean
E07000035,2013-2014,PRP rents and charges,,91.4,a. Weekly rent mean
E07000035,2016-2017,PRP rents and charges,,96.7,b. Weekly total charges mean
E07000035,2014-2015,PRP rents and charges,,96.7,b. Weekly total charges mean
E07000035,2014-2015,PRP rents and charges,,92.8,a. Weekly rent mean
E07000035,2016-2017,PRP rents and charges,,94,a. Weekly rent mean
E07000035,2015-2016,PRP rents and charges,,94.2,a. Weekly rent mean
E07000035,2015-2016,PRP rents and charges,,97.5,b. Weekly total charges mean
E07000036,2014-2015,PRP rents and charges,,91.7,b. Weekly total charges mean
E07000036,2016-2017,PRP rents and charges,,84.8,a. Weekly rent mean
E07000036,2014-2015,PRP rents and charges,,88.2,a. Weekly rent mean
E07000036,2013-2014,PRP rents and charges,,84.3,a. Weekly rent mean
E07000036,2016-2017,PRP rents and charges,,88.9,b. Weekly total charges mean
E07000036,2013-2014,PRP rents and charges,,87.6,b. Weekly total charges mean
E07000036,2015-2016,PRP rents and charges,,86.8,a. Weekly rent mean
E07000036,2015-2016,PRP rents and charges,,90.3,b. Weekly total charges mean
E07000037,2015-2016,PRP rents and charges,,94.9,a. Weekly rent mean
E07000037,2014-2015,PRP rents and charges,,94.7,a. Weekly rent mean
E07000037,2013-2014,PRP rents and charges,,98.4,b. Weekly total charges mean
E07000037,2016-2017,PRP rents and charges,,93.5,a. Weekly rent mean
E07000037,2013-2014,PRP rents and charges,,91.4,a. Weekly rent mean
E07000037,2014-2015,PRP rents and charges,,101.8,b. Weekly total charges mean
E07000037,2016-2017,PRP rents and charges,,102.3,b. Weekly total charges mean
E07000037,2015-2016,PRP rents and charges,,101.5,b. Weekly total charges mean
E07000038,2015-2016,PRP rents and charges,,89.2,a. Weekly rent mean
E07000038,2016-2017,PRP rents and charges,,90.7,b. Weekly total charges mean
E07000038,2015-2016,PRP rents and charges,,92.1,b. Weekly total charges mean
E07000038,2013-2014,PRP rents and charges,,80.8,a. Weekly rent mean
E07000038,2014-2015,PRP rents and charges,,86.5,a. Weekly rent mean
E07000038,2013-2014,PRP rents and charges,,90.1,b. Weekly total charges mean
E07000038,2016-2017,PRP rents and charges,,86.9,a. Weekly rent mean
E07000038,2014-2015,PRP rents and charges,,90.3,b. Weekly total charges mean
E07000039,2014-2015,PRP rents and charges,,91.3,a. Weekly rent mean
E07000039,2014-2015,PRP rents and charges,,95.7,b. Weekly total charges mean
E07000039,2013-2014,PRP rents and charges,,84.6,a. Weekly rent mean
E07000039,2013-2014,PRP rents and charges,,90.5,b. Weekly total charges mean
E07000039,2015-2016,PRP rents and charges,,98.9,b. Weekly total charges mean
E07000039,2015-2016,PRP rents and charges,,94.1,a. Weekly rent mean
E07000039,2016-2017,PRP rents and charges,,91.6,a. Weekly rent mean
E07000039,2016-2017,PRP rents and charges,,96.5,b. Weekly total charges mean
E07000040,2014-2015,PRP rents and charges,,101.6,b. Weekly total charges mean
E07000040,2015-2016,PRP rents and charges,,103.9,a. Weekly rent mean
E07000040,2015-2016,PRP rents and charges,,109.6,b. Weekly total charges mean
E07000040,2013-2014,PRP rents and charges,,93.5,a. Weekly rent mean
E07000040,2014-2015,PRP rents and charges,,95.8,a. Weekly rent mean
E07000040,2016-2017,PRP rents and charges,,103.5,b. Weekly total charges mean
E07000040,2013-2014,PRP rents and charges,,97.6,b. Weekly total charges mean
E07000040,2016-2017,PRP rents and charges,,99,a. Weekly rent mean
E07000041,2016-2017,PRP rents and charges,,95.8,b. Weekly total charges mean
E07000041,2013-2014,PRP rents and charges,,81.6,a. Weekly rent mean
E07000041,2015-2016,PRP rents and charges,,89.8,a. Weekly rent mean
E07000041,2015-2016,PRP rents and charges,,98.1,b. Weekly total charges mean
E07000041,2014-2015,PRP rents and charges,,88.3,a. Weekly rent mean
E07000041,2014-2015,PRP rents and charges,,96.6,b. Weekly total charges mean
E07000041,2016-2017,PRP rents and charges,,88,a. Weekly rent mean
E07000041,2013-2014,PRP rents and charges,,89.7,b. Weekly total charges mean
E07000042,2013-2014,PRP rents and charges,,83.4,a. Weekly rent mean
E07000042,2013-2014,PRP rents and charges,,91,b. Weekly total charges mean
E07000042,2016-2017,PRP rents and charges,,89.6,b. Weekly total charges mean
E07000042,2015-2016,PRP rents and charges,,93.2,b. Weekly total charges mean
E07000042,2014-2015,PRP rents and charges,,86.5,a. Weekly rent mean
E07000042,2016-2017,PRP rents and charges,,81,a. Weekly rent mean
E07000042,2015-2016,PRP rents and charges,,85.6,a. Weekly rent mean
E07000042,2014-2015,PRP rents and charges,,92.3,b. Weekly total charges mean
E07000043,2013-2014,PRP rents and charges,,80.8,a. Weekly rent mean
E07000043,2015-2016,PRP rents and charges,,84.6,b. Weekly total charges mean
E07000043,2016-2017,PRP rents and charges,,84.5,a. Weekly rent mean
E07000043,2014-2015,PRP rents and charges,,85.9,b. Weekly total charges mean
E07000043,2016-2017,PRP rents and charges,,89.3,b. Weekly total charges mean
E07000043,2014-2015,PRP rents and charges,,82.8,a. Weekly rent mean
E07000043,2015-2016,PRP rents and charges,,81.4,a. Weekly rent mean
E07000043,2013-2014,PRP rents and charges,,84.3,b. Weekly total charges mean
E07000044,2014-2015,PRP rents and charges,,94.9,a. Weekly rent mean
E07000044,2013-2014,PRP rents and charges,,98.1,b. Weekly total charges mean
E07000044,2016-2017,PRP rents and charges,,96.6,b. Weekly total charges mean
E07000044,2016-2017,PRP rents and charges,,90.6,a. Weekly rent mean
E07000044,2013-2014,PRP rents and charges,,88,a. Weekly rent mean
E07000044,2015-2016,PRP rents and charges,,100.1,b. Weekly total charges mean
E07000044,2015-2016,PRP rents and charges,,92.8,a. Weekly rent mean
E07000044,2014-2015,PRP rents and charges,,102,b. Weekly total charges mean
E07000045,2016-2017,PRP rents and charges,,94.9,b. Weekly total charges mean
E07000045,2014-2015,PRP rents and charges,,91.3,a. Weekly rent mean
E07000045,2013-2014,PRP rents and charges,,90.6,b. Weekly total charges mean
E07000045,2013-2014,PRP rents and charges,,84.5,a. Weekly rent mean
E07000045,2014-2015,PRP rents and charges,,95.4,b. Weekly total charges mean
E07000045,2015-2016,PRP rents and charges,,94.6,b. Weekly total charges mean
E07000045,2015-2016,PRP rents and charges,,86.5,a. Weekly rent mean
E07000045,2016-2017,PRP rents and charges,,85.9,a. Weekly rent mean
E07000046,2014-2015,PRP rents and charges,,85.7,b. Weekly total charges mean
E07000046,2015-2016,PRP rents and charges,,86.1,a. Weekly rent mean
E07000046,2014-2015,PRP rents and charges,,80.5,a. Weekly rent mean
E07000046,2015-2016,PRP rents and charges,,91.9,b. Weekly total charges mean
E07000046,2016-2017,PRP rents and charges,,81.9,a. Weekly rent mean
E07000046,2016-2017,PRP rents and charges,,88.2,b. Weekly total charges mean
E07000046,2013-2014,PRP rents and charges,,81.9,a. Weekly rent mean
E07000046,2013-2014,PRP rents and charges,,87.2,b. Weekly total charges mean
E07000047,2013-2014,PRP rents and charges,,87.6,b. Weekly total charges mean
E07000047,2014-2015,PRP rents and charges,,84.2,a. Weekly rent mean
E07000047,2014-2015,PRP rents and charges,,90.5,b. Weekly total charges mean
E07000047,2016-2017,PRP rents and charges,,88.7,b. Weekly total charges mean
E07000047,2015-2016,PRP rents and charges,,83.4,a. Weekly rent mean
E07000047,2016-2017,PRP rents and charges,,84.4,a. Weekly rent mean
E07000047,2015-2016,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000047,2013-2014,PRP rents and charges,,80.9,a. Weekly rent mean
E07000048,2014-2015,PRP rents and charges,,96.6,a. Weekly rent mean
E07000048,2014-2015,PRP rents and charges,,100.8,b. Weekly total charges mean
E07000048,2016-2017,PRP rents and charges,,100.1,a. Weekly rent mean
E07000048,2015-2016,PRP rents and charges,,102.5,b. Weekly total charges mean
E07000048,2016-2017,PRP rents and charges,,103.3,b. Weekly total charges mean
E07000048,2015-2016,PRP rents and charges,,99.1,a. Weekly rent mean
E07000048,2013-2014,PRP rents and charges,,93.3,a. Weekly rent mean
E07000048,2013-2014,PRP rents and charges,,97.4,b. Weekly total charges mean
E07000049,2015-2016,PRP rents and charges,,102.5,a. Weekly rent mean
E07000049,2013-2014,PRP rents and charges,,95.8,b. Weekly total charges mean
E07000049,2014-2015,PRP rents and charges,,95.4,a. Weekly rent mean
E07000049,2016-2017,PRP rents and charges,,98.4,b. Weekly total charges mean
E07000049,2013-2014,PRP rents and charges,,94.1,a. Weekly rent mean
E07000049,2015-2016,PRP rents and charges,,104.5,b. Weekly total charges mean
E07000049,2014-2015,PRP rents and charges,,97.1,b. Weekly total charges mean
E07000049,2016-2017,PRP rents and charges,,95.1,a. Weekly rent mean
E07000050,2016-2017,PRP rents and charges,,102,b. Weekly total charges mean
E07000050,2015-2016,PRP rents and charges,,99.2,a. Weekly rent mean
E07000050,2016-2017,PRP rents and charges,,96.6,a. Weekly rent mean
E07000050,2013-2014,PRP rents and charges,,98.5,b. Weekly total charges mean
E07000050,2014-2015,PRP rents and charges,,99.9,a. Weekly rent mean
E07000050,2015-2016,PRP rents and charges,,103.4,b. Weekly total charges mean
E07000050,2014-2015,PRP rents and charges,,103.9,b. Weekly total charges mean
E07000050,2013-2014,PRP rents and charges,,93.2,a. Weekly rent mean
E07000051,2016-2017,PRP rents and charges,,98,a. Weekly rent mean
E07000051,2015-2016,PRP rents and charges,,104,a. Weekly rent mean
E07000051,2014-2015,PRP rents and charges,,101.9,b. Weekly total charges mean
E07000051,2016-2017,PRP rents and charges,,104,b. Weekly total charges mean
E07000051,2014-2015,PRP rents and charges,,96.3,a. Weekly rent mean
E07000051,2013-2014,PRP rents and charges,,101.9,b. Weekly total charges mean
E07000051,2013-2014,PRP rents and charges,,96.7,a. Weekly rent mean
E07000051,2015-2016,PRP rents and charges,,108.3,b. Weekly total charges mean
E07000052,2016-2017,PRP rents and charges,,98.2,b. Weekly total charges mean
E07000052,2015-2016,PRP rents and charges,,100.9,b. Weekly total charges mean
E07000052,2015-2016,PRP rents and charges,,95.8,a. Weekly rent mean
E07000052,2013-2014,PRP rents and charges,,89.9,a. Weekly rent mean
E07000052,2013-2014,PRP rents and charges,,93.2,b. Weekly total charges mean
E07000052,2016-2017,PRP rents and charges,,94.7,a. Weekly rent mean
E07000052,2014-2015,PRP rents and charges,,96.5,b. Weekly total charges mean
E07000052,2014-2015,PRP rents and charges,,92.5,a. Weekly rent mean
E07000053,2015-2016,PRP rents and charges,,97.8,b. Weekly total charges mean
E07000053,2013-2014,PRP rents and charges,,96.5,b. Weekly total charges mean
E07000053,2016-2017,PRP rents and charges,,91.8,a. Weekly rent mean
E07000053,2015-2016,PRP rents and charges,,89.9,a. Weekly rent mean
E07000053,2014-2015,PRP rents and charges,,96.1,b. Weekly total charges mean
E07000053,2016-2017,PRP rents and charges,,98.5,b. Weekly total charges mean
E07000053,2013-2014,PRP rents and charges,,89.7,a. Weekly rent mean
E07000053,2014-2015,PRP rents and charges,,90.9,a. Weekly rent mean
E07000061,2015-2016,PRP rents and charges,,105.4,b. Weekly total charges mean
E07000061,2013-2014,PRP rents and charges,,101.8,b. Weekly total charges mean
E07000061,2014-2015,PRP rents and charges,,114.4,b. Weekly total charges mean
E07000061,2013-2014,PRP rents and charges,,88.1,a. Weekly rent mean
E07000061,2015-2016,PRP rents and charges,,92,a. Weekly rent mean
E07000061,2016-2017,PRP rents and charges,,100.6,b. Weekly total charges mean
E07000061,2014-2015,PRP rents and charges,,101.7,a. Weekly rent mean
E07000061,2016-2017,PRP rents and charges,,90.8,a. Weekly rent mean
E07000062,2013-2014,PRP rents and charges,,93.7,b. Weekly total charges mean
E07000062,2015-2016,PRP rents and charges,,89.4,a. Weekly rent mean
E07000062,2016-2017,PRP rents and charges,,89.6,b. Weekly total charges mean
E07000062,2014-2015,PRP rents and charges,,86.7,a. Weekly rent mean
E07000062,2013-2014,PRP rents and charges,,84.4,a. Weekly rent mean
E07000062,2014-2015,PRP rents and charges,,96.3,b. Weekly total charges mean
E07000062,2015-2016,PRP rents and charges,,97.8,b. Weekly total charges mean
E07000062,2016-2017,PRP rents and charges,,81.5,a. Weekly rent mean
E07000063,2015-2016,PRP rents and charges,,97.7,b. Weekly total charges mean
E07000063,2014-2015,PRP rents and charges,,91.6,a. Weekly rent mean
E07000063,2014-2015,PRP rents and charges,,100.9,b. Weekly total charges mean
E07000063,2013-2014,PRP rents and charges,,84.1,a. Weekly rent mean
E07000063,2016-2017,PRP rents and charges,,111.9,b. Weekly total charges mean
E07000063,2015-2016,PRP rents and charges,,87,a. Weekly rent mean
E07000063,2016-2017,PRP rents and charges,,100.3,a. Weekly rent mean
E07000063,2013-2014,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000064,2013-2014,PRP rents and charges,,98.6,b. Weekly total charges mean
E07000064,2015-2016,PRP rents and charges,,91.9,a. Weekly rent mean
E07000064,2015-2016,PRP rents and charges,,98.1,b. Weekly total charges mean
E07000064,2014-2015,PRP rents and charges,,97.9,b. Weekly total charges mean
E07000064,2014-2015,PRP rents and charges,,91.6,a. Weekly rent mean
E07000064,2016-2017,PRP rents and charges,,95.6,b. Weekly total charges mean
E07000064,2013-2014,PRP rents and charges,,93.6,a. Weekly rent mean
E07000064,2016-2017,PRP rents and charges,,90.1,a. Weekly rent mean
E07000065,2015-2016,PRP rents and charges,,104.8,a. Weekly rent mean
E07000065,2013-2014,PRP rents and charges,,118.4,b. Weekly total charges mean
E07000065,2016-2017,PRP rents and charges,,96.1,a. Weekly rent mean
E07000065,2013-2014,PRP rents and charges,,109.7,a. Weekly rent mean
E07000065,2014-2015,PRP rents and charges,,117.8,b. Weekly total charges mean
E07000065,2014-2015,PRP rents and charges,,111.8,a. Weekly rent mean
E07000065,2016-2017,PRP rents and charges,,103.9,b. Weekly total charges mean
E07000065,2015-2016,PRP rents and charges,,111.6,b. Weekly total charges mean
E07000066,2015-2016,PRP rents and charges,,112.4,b. Weekly total charges mean
E07000066,2016-2017,PRP rents and charges,,105.6,a. Weekly rent mean
E07000066,2015-2016,PRP rents and charges,,106.1,a. Weekly rent mean
E07000066,2016-2017,PRP rents and charges,,110.8,b. Weekly total charges mean
E07000066,2014-2015,PRP rents and charges,,108.3,b. Weekly total charges mean
E07000066,2013-2014,PRP rents and charges,,105,b. Weekly total charges mean
E07000066,2014-2015,PRP rents and charges,,101.1,a. Weekly rent mean
E07000066,2013-2014,PRP rents and charges,,98.2,a. Weekly rent mean
E07000067,2014-2015,PRP rents and charges,,94.6,a. Weekly rent mean
E07000067,2013-2014,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000067,2015-2016,PRP rents and charges,,98.4,b. Weekly total charges mean
E07000067,2013-2014,PRP rents and charges,,89.7,a. Weekly rent mean
E07000067,2016-2017,PRP rents and charges,,96.8,b. Weekly total charges mean
E07000067,2016-2017,PRP rents and charges,,95.1,a. Weekly rent mean
E07000067,2014-2015,PRP rents and charges,,96,b. Weekly total charges mean
E07000067,2015-2016,PRP rents and charges,,96.5,a. Weekly rent mean
E07000068,2016-2017,PRP rents and charges,,119.9,b. Weekly total charges mean
E07000068,2015-2016,PRP rents and charges,,125,b. Weekly total charges mean
E07000068,2014-2015,PRP rents and charges,,113,a. Weekly rent mean
E07000068,2013-2014,PRP rents and charges,,107.4,a. Weekly rent mean
E07000068,2014-2015,PRP rents and charges,,121.3,b. Weekly total charges mean
E07000068,2016-2017,PRP rents and charges,,109.7,a. Weekly rent mean
E07000068,2015-2016,PRP rents and charges,,113.4,a. Weekly rent mean
E07000068,2013-2014,PRP rents and charges,,117.3,b. Weekly total charges mean
E07000069,2016-2017,PRP rents and charges,,110.3,b. Weekly total charges mean
E07000069,2016-2017,PRP rents and charges,,104.7,a. Weekly rent mean
E07000070,2014-2015,PRP rents and charges,,104.2,b. Weekly total charges mean
E07000070,2015-2016,PRP rents and charges,,102.6,a. Weekly rent mean
E07000070,2014-2015,PRP rents and charges,,99,a. Weekly rent mean
E07000070,2015-2016,PRP rents and charges,,107.9,b. Weekly total charges mean
E07000070,2013-2014,PRP rents and charges,,97.1,b. Weekly total charges mean
E07000070,2013-2014,PRP rents and charges,,93.9,a. Weekly rent mean
E07000070,2016-2017,PRP rents and charges,,103.1,b. Weekly total charges mean
E07000070,2016-2017,PRP rents and charges,,97.6,a. Weekly rent mean
E07000071,2013-2014,PRP rents and charges,,104.3,b. Weekly total charges mean
E07000071,2016-2017,PRP rents and charges,,104.3,a. Weekly rent mean
E07000071,2015-2016,PRP rents and charges,,104.8,a. Weekly rent mean
E07000071,2015-2016,PRP rents and charges,,114.8,b. Weekly total charges mean
E07000071,2013-2014,PRP rents and charges,,97.9,a. Weekly rent mean
E07000071,2016-2017,PRP rents and charges,,111.6,b. Weekly total charges mean
E07000071,2014-2015,PRP rents and charges,,112.5,b. Weekly total charges mean
E07000071,2014-2015,PRP rents and charges,,104.8,a. Weekly rent mean
E07000072,2014-2015,PRP rents and charges,,122.4,b. Weekly total charges mean
E07000072,2014-2015,PRP rents and charges,,117.2,a. Weekly rent mean
