FeatureCode,DateCode,Measurement,Units,Value,Rent and charges
E07000112,2015-2016,PRP rents and charges,,101.3,b. Weekly total charges mean
E07000112,2013-2014,PRP rents and charges,,91.1,a. Weekly rent mean
E07000112,2016-2017,PRP rents and charges,,101.8,b. Weekly total charges mean
E07000112,2015-2016,PRP rents and charges,,93.7,a. Weekly rent mean
E07000112,2014-2015,PRP rents and charges,,101.1,b. Weekly total charges mean
E07000112,2013-2014,PRP rents and charges,,98.7,b. Weekly total charges mean
E07000112,2016-2017,PRP rents and charges,,93.2,a. Weekly rent mean
E07000113,2013-2014,PRP rents and charges,,90.1,a. Weekly rent mean
E07000113,2016-2017,PRP rents and charges,,98.1,a. Weekly rent mean
E07000113,2014-2015,PRP rents and charges,,95.8,a. Weekly rent mean
E07000113,2015-2016,PRP rents and charges,,96.9,a. Weekly rent mean
E07000113,2014-2015,PRP rents and charges,,109.6,b. Weekly total charges mean
E07000113,2015-2016,PRP rents and charges,,106.6,b. Weekly total charges mean
E07000113,2013-2014,PRP rents and charges,,94.8,b. Weekly total charges mean
E07000113,2016-2017,PRP rents and charges,,103.9,b. Weekly total charges mean
E07000114,2014-2015,PRP rents and charges,,87.4,a. Weekly rent mean
E07000114,2014-2015,PRP rents and charges,,95.8,b. Weekly total charges mean
E07000114,2016-2017,PRP rents and charges,,88.4,a. Weekly rent mean
E07000114,2015-2016,PRP rents and charges,,86.1,a. Weekly rent mean
E07000114,2015-2016,PRP rents and charges,,94.9,b. Weekly total charges mean
E07000114,2013-2014,PRP rents and charges,,97,b. Weekly total charges mean
E07000114,2016-2017,PRP rents and charges,,95.2,b. Weekly total charges mean
E07000114,2013-2014,PRP rents and charges,,88.5,a. Weekly rent mean
E07000115,2013-2014,PRP rents and charges,,106.1,a. Weekly rent mean
E07000115,2013-2014,PRP rents and charges,,108.3,b. Weekly total charges mean
E07000115,2014-2015,PRP rents and charges,,115.9,a. Weekly rent mean
E07000115,2015-2016,PRP rents and charges,,116.9,b. Weekly total charges mean
E07000115,2014-2015,PRP rents and charges,,118.3,b. Weekly total charges mean
E07000115,2015-2016,PRP rents and charges,,115,a. Weekly rent mean
E07000115,2016-2017,PRP rents and charges,,113.8,b. Weekly total charges mean
E07000115,2016-2017,PRP rents and charges,,111.9,a. Weekly rent mean
E07000116,2016-2017,PRP rents and charges,,111,b. Weekly total charges mean
E07000116,2013-2014,PRP rents and charges,,100.5,a. Weekly rent mean
E07000116,2014-2015,PRP rents and charges,,102.4,a. Weekly rent mean
E07000116,2014-2015,PRP rents and charges,,108,b. Weekly total charges mean
E07000116,2015-2016,PRP rents and charges,,112.2,b. Weekly total charges mean
E07000116,2015-2016,PRP rents and charges,,106.8,a. Weekly rent mean
E07000116,2013-2014,PRP rents and charges,,105.5,b. Weekly total charges mean
E07000116,2016-2017,PRP rents and charges,,104,a. Weekly rent mean
E07000117,2015-2016,PRP rents and charges,,80.1,a. Weekly rent mean
E07000117,2014-2015,PRP rents and charges,,80.2,a. Weekly rent mean
E07000117,2013-2014,PRP rents and charges,,78.6,a. Weekly rent mean
E07000117,2014-2015,PRP rents and charges,,81.8,b. Weekly total charges mean
E07000117,2016-2017,PRP rents and charges,,78.8,a. Weekly rent mean
E07000117,2015-2016,PRP rents and charges,,82.3,b. Weekly total charges mean
E07000117,2013-2014,PRP rents and charges,,79.8,b. Weekly total charges mean
E07000117,2016-2017,PRP rents and charges,,81.6,b. Weekly total charges mean
E07000118,2016-2017,PRP rents and charges,,80.2,a. Weekly rent mean
E07000118,2015-2016,PRP rents and charges,,80,a. Weekly rent mean
E07000118,2014-2015,PRP rents and charges,,84.1,b. Weekly total charges mean
E07000118,2015-2016,PRP rents and charges,,85.2,b. Weekly total charges mean
E07000118,2016-2017,PRP rents and charges,,84.9,b. Weekly total charges mean
E07000118,2013-2014,PRP rents and charges,,81.5,b. Weekly total charges mean
E07000118,2014-2015,PRP rents and charges,,79.7,a. Weekly rent mean
E07000118,2013-2014,PRP rents and charges,,77.1,a. Weekly rent mean
E07000119,2015-2016,PRP rents and charges,,88,a. Weekly rent mean
E07000119,2016-2017,PRP rents and charges,,91.9,b. Weekly total charges mean
E07000119,2014-2015,PRP rents and charges,,93.7,b. Weekly total charges mean
E07000119,2013-2014,PRP rents and charges,,84.5,a. Weekly rent mean
E07000119,2013-2014,PRP rents and charges,,89.9,b. Weekly total charges mean
E07000119,2015-2016,PRP rents and charges,,93.1,b. Weekly total charges mean
E07000119,2016-2017,PRP rents and charges,,88.1,a. Weekly rent mean
E07000119,2014-2015,PRP rents and charges,,89.1,a. Weekly rent mean
E07000120,2015-2016,PRP rents and charges,,76.5,a. Weekly rent mean
E07000120,2015-2016,PRP rents and charges,,78.6,b. Weekly total charges mean
E07000120,2013-2014,PRP rents and charges,,76.9,b. Weekly total charges mean
E07000120,2014-2015,PRP rents and charges,,76.2,a. Weekly rent mean
E07000120,2016-2017,PRP rents and charges,,79.2,b. Weekly total charges mean
E07000120,2016-2017,PRP rents and charges,,77.3,a. Weekly rent mean
E07000120,2014-2015,PRP rents and charges,,78.2,b. Weekly total charges mean
E07000120,2013-2014,PRP rents and charges,,75.1,a. Weekly rent mean
E07000121,2016-2017,PRP rents and charges,,83.5,a. Weekly rent mean
E07000121,2014-2015,PRP rents and charges,,91.2,b. Weekly total charges mean
E07000121,2015-2016,PRP rents and charges,,92,b. Weekly total charges mean
E07000121,2014-2015,PRP rents and charges,,85.8,a. Weekly rent mean
E07000121,2015-2016,PRP rents and charges,,86,a. Weekly rent mean
E07000121,2016-2017,PRP rents and charges,,91.3,b. Weekly total charges mean
E07000121,2013-2014,PRP rents and charges,,88.1,b. Weekly total charges mean
E07000121,2013-2014,PRP rents and charges,,81.7,a. Weekly rent mean
E07000122,2014-2015,PRP rents and charges,,75,a. Weekly rent mean
E07000122,2015-2016,PRP rents and charges,,75.4,b. Weekly total charges mean
E07000122,2013-2014,PRP rents and charges,,72.6,a. Weekly rent mean
E07000122,2016-2017,PRP rents and charges,,72.7,a. Weekly rent mean
E07000122,2016-2017,PRP rents and charges,,75.1,b. Weekly total charges mean
E07000122,2013-2014,PRP rents and charges,,74.5,b. Weekly total charges mean
E07000122,2015-2016,PRP rents and charges,,72.5,a. Weekly rent mean
E07000122,2014-2015,PRP rents and charges,,77.1,b. Weekly total charges mean
E07000123,2014-2015,PRP rents and charges,,80.3,b. Weekly total charges mean
E07000123,2016-2017,PRP rents and charges,,76,a. Weekly rent mean
E07000123,2015-2016,PRP rents and charges,,77.5,a. Weekly rent mean
E07000123,2013-2014,PRP rents and charges,,77.4,b. Weekly total charges mean
E07000123,2014-2015,PRP rents and charges,,76.4,a. Weekly rent mean
E07000123,2013-2014,PRP rents and charges,,73.7,a. Weekly rent mean
E07000123,2015-2016,PRP rents and charges,,81.9,b. Weekly total charges mean
E07000123,2016-2017,PRP rents and charges,,80.6,b. Weekly total charges mean
E07000124,2013-2014,PRP rents and charges,,85.2,b. Weekly total charges mean
E07000124,2016-2017,PRP rents and charges,,84.1,a. Weekly rent mean
E07000124,2014-2015,PRP rents and charges,,92.7,b. Weekly total charges mean
E07000124,2015-2016,PRP rents and charges,,93.5,b. Weekly total charges mean
E07000124,2014-2015,PRP rents and charges,,88.6,a. Weekly rent mean
E07000124,2015-2016,PRP rents and charges,,90.1,a. Weekly rent mean
E07000124,2013-2014,PRP rents and charges,,80.9,a. Weekly rent mean
E07000124,2016-2017,PRP rents and charges,,87.4,b. Weekly total charges mean
E07000125,2014-2015,PRP rents and charges,,73.7,b. Weekly total charges mean
E07000125,2015-2016,PRP rents and charges,,75.4,b. Weekly total charges mean
E07000125,2014-2015,PRP rents and charges,,72.8,a. Weekly rent mean
E07000125,2013-2014,PRP rents and charges,,73.2,b. Weekly total charges mean
E07000125,2013-2014,PRP rents and charges,,71,a. Weekly rent mean
E07000125,2016-2017,PRP rents and charges,,72.4,a. Weekly rent mean
E07000125,2015-2016,PRP rents and charges,,74.4,a. Weekly rent mean
E07000125,2016-2017,PRP rents and charges,,73.5,b. Weekly total charges mean
E07000126,2016-2017,PRP rents and charges,,89.9,b. Weekly total charges mean
E07000126,2014-2015,PRP rents and charges,,85.1,a. Weekly rent mean
E07000126,2013-2014,PRP rents and charges,,82.8,a. Weekly rent mean
E07000126,2013-2014,PRP rents and charges,,86.5,b. Weekly total charges mean
E07000126,2015-2016,PRP rents and charges,,90,b. Weekly total charges mean
E07000126,2016-2017,PRP rents and charges,,85.5,a. Weekly rent mean
E07000126,2015-2016,PRP rents and charges,,85.8,a. Weekly rent mean
E07000126,2014-2015,PRP rents and charges,,88.3,b. Weekly total charges mean
E07000127,2013-2014,PRP rents and charges,,91.7,b. Weekly total charges mean
E07000127,2014-2015,PRP rents and charges,,92.8,a. Weekly rent mean
E07000127,2014-2015,PRP rents and charges,,97.8,b. Weekly total charges mean
E07000127,2015-2016,PRP rents and charges,,88.7,b. Weekly total charges mean
E07000127,2013-2014,PRP rents and charges,,86.4,a. Weekly rent mean
E07000127,2015-2016,PRP rents and charges,,85.5,a. Weekly rent mean
E07000127,2016-2017,PRP rents and charges,,95.9,a. Weekly rent mean
E07000127,2016-2017,PRP rents and charges,,100.6,b. Weekly total charges mean
E07000128,2014-2015,PRP rents and charges,,89.7,b. Weekly total charges mean
E07000128,2015-2016,PRP rents and charges,,90.4,b. Weekly total charges mean
E07000128,2014-2015,PRP rents and charges,,83,a. Weekly rent mean
E07000128,2015-2016,PRP rents and charges,,85.2,a. Weekly rent mean
E07000128,2013-2014,PRP rents and charges,,81.8,a. Weekly rent mean
E07000128,2016-2017,PRP rents and charges,,92.1,b. Weekly total charges mean
E07000128,2013-2014,PRP rents and charges,,88.4,b. Weekly total charges mean
E07000128,2016-2017,PRP rents and charges,,86,a. Weekly rent mean
E07000129,2014-2015,PRP rents and charges,,87.2,a. Weekly rent mean
E07000129,2014-2015,PRP rents and charges,,90.4,b. Weekly total charges mean
E07000129,2016-2017,PRP rents and charges,,90.1,b. Weekly total charges mean
E07000129,2013-2014,PRP rents and charges,,80.5,a. Weekly rent mean
E07000129,2013-2014,PRP rents and charges,,82.7,b. Weekly total charges mean
E07000129,2015-2016,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000129,2015-2016,PRP rents and charges,,87.7,a. Weekly rent mean
E07000129,2016-2017,PRP rents and charges,,85.2,a. Weekly rent mean
E07000130,2013-2014,PRP rents and charges,,87.5,a. Weekly rent mean
E07000130,2014-2015,PRP rents and charges,,98.9,b. Weekly total charges mean
E07000130,2015-2016,PRP rents and charges,,90.7,a. Weekly rent mean
E07000130,2013-2014,PRP rents and charges,,93.3,b. Weekly total charges mean
E07000130,2016-2017,PRP rents and charges,,97.8,b. Weekly total charges mean
E07000130,2016-2017,PRP rents and charges,,89.4,a. Weekly rent mean
E07000130,2015-2016,PRP rents and charges,,99.5,b. Weekly total charges mean
E07000130,2014-2015,PRP rents and charges,,91.6,a. Weekly rent mean
E07000131,2014-2015,PRP rents and charges,,89,a. Weekly rent mean
E07000131,2016-2017,PRP rents and charges,,93.1,b. Weekly total charges mean
E07000131,2013-2014,PRP rents and charges,,88.4,b. Weekly total charges mean
E07000131,2014-2015,PRP rents and charges,,91.8,b. Weekly total charges mean
E07000131,2013-2014,PRP rents and charges,,85.7,a. Weekly rent mean
E07000131,2015-2016,PRP rents and charges,,93.6,b. Weekly total charges mean
E07000131,2015-2016,PRP rents and charges,,90.2,a. Weekly rent mean
E07000131,2016-2017,PRP rents and charges,,89.6,a. Weekly rent mean
E07000132,2016-2017,PRP rents and charges,,93.2,b. Weekly total charges mean
E07000132,2014-2015,PRP rents and charges,,92.8,a. Weekly rent mean
E07000132,2015-2016,PRP rents and charges,,92.6,a. Weekly rent mean
E07000132,2013-2014,PRP rents and charges,,87.5,a. Weekly rent mean
E07000132,2014-2015,PRP rents and charges,,96.4,b. Weekly total charges mean
E07000132,2016-2017,PRP rents and charges,,88.9,a. Weekly rent mean
E07000132,2015-2016,PRP rents and charges,,96,b. Weekly total charges mean
E07000132,2013-2014,PRP rents and charges,,92.3,b. Weekly total charges mean
E07000133,2016-2017,PRP rents and charges,,92.8,b. Weekly total charges mean
E07000133,2014-2015,PRP rents and charges,,94.1,b. Weekly total charges mean
E07000133,2014-2015,PRP rents and charges,,90.8,a. Weekly rent mean
E07000133,2013-2014,PRP rents and charges,,89.5,b. Weekly total charges mean
E07000133,2016-2017,PRP rents and charges,,89.9,a. Weekly rent mean
E07000133,2015-2016,PRP rents and charges,,96.3,b. Weekly total charges mean
E07000133,2013-2014,PRP rents and charges,,86.1,a. Weekly rent mean
E07000133,2015-2016,PRP rents and charges,,93.7,a. Weekly rent mean
E07000134,2015-2016,PRP rents and charges,,88.4,a. Weekly rent mean
E07000134,2015-2016,PRP rents and charges,,94.1,b. Weekly total charges mean
E07000134,2014-2015,PRP rents and charges,,86.6,a. Weekly rent mean
E07000134,2014-2015,PRP rents and charges,,92.2,b. Weekly total charges mean
E07000134,2016-2017,PRP rents and charges,,85.2,a. Weekly rent mean
E07000134,2013-2014,PRP rents and charges,,82.9,a. Weekly rent mean
E07000134,2016-2017,PRP rents and charges,,92.3,b. Weekly total charges mean
E07000134,2013-2014,PRP rents and charges,,89,b. Weekly total charges mean
E07000135,2014-2015,PRP rents and charges,,89.7,b. Weekly total charges mean
E07000135,2013-2014,PRP rents and charges,,90.5,b. Weekly total charges mean
E07000135,2016-2017,PRP rents and charges,,102.3,a. Weekly rent mean
E07000135,2016-2017,PRP rents and charges,,106.8,b. Weekly total charges mean
E07000135,2013-2014,PRP rents and charges,,87.8,a. Weekly rent mean
E07000135,2014-2015,PRP rents and charges,,85.5,a. Weekly rent mean
E07000136,2014-2015,PRP rents and charges,,78.4,a. Weekly rent mean
E07000136,2013-2014,PRP rents and charges,,79,b. Weekly total charges mean
E07000136,2013-2014,PRP rents and charges,,76.9,a. Weekly rent mean
E07000136,2015-2016,PRP rents and charges,,82.8,b. Weekly total charges mean
E07000136,2016-2017,PRP rents and charges,,79.7,a. Weekly rent mean
E07000136,2015-2016,PRP rents and charges,,80.4,a. Weekly rent mean
E07000136,2014-2015,PRP rents and charges,,80.6,b. Weekly total charges mean
E07000136,2016-2017,PRP rents and charges,,82.5,b. Weekly total charges mean
E07000137,2014-2015,PRP rents and charges,,84.8,b. Weekly total charges mean
E07000137,2015-2016,PRP rents and charges,,83,a. Weekly rent mean
E07000137,2013-2014,PRP rents and charges,,82.4,b. Weekly total charges mean
E07000137,2014-2015,PRP rents and charges,,82.4,a. Weekly rent mean
E07000137,2015-2016,PRP rents and charges,,86.1,b. Weekly total charges mean
E07000137,2016-2017,PRP rents and charges,,84.9,b. Weekly total charges mean
E07000137,2013-2014,PRP rents and charges,,80.3,a. Weekly rent mean
E07000137,2016-2017,PRP rents and charges,,81.8,a. Weekly rent mean
E07000138,2013-2014,PRP rents and charges,,84.5,b. Weekly total charges mean
E07000138,2014-2015,PRP rents and charges,,85.9,b. Weekly total charges mean
E07000138,2015-2016,PRP rents and charges,,79.2,a. Weekly rent mean
E07000138,2016-2017,PRP rents and charges,,79.3,a. Weekly rent mean
E07000138,2016-2017,PRP rents and charges,,86.3,b. Weekly total charges mean
E07000138,2013-2014,PRP rents and charges,,75.1,a. Weekly rent mean
E07000138,2014-2015,PRP rents and charges,,77.7,a. Weekly rent mean
E07000138,2015-2016,PRP rents and charges,,87.9,b. Weekly total charges mean
E07000139,2016-2017,PRP rents and charges,,88.4,a. Weekly rent mean
E07000139,2015-2016,PRP rents and charges,,92.9,b. Weekly total charges mean
E07000139,2013-2014,PRP rents and charges,,84.3,a. Weekly rent mean
E07000139,2015-2016,PRP rents and charges,,88.6,a. Weekly rent mean
E07000139,2014-2015,PRP rents and charges,,92.3,b. Weekly total charges mean
E07000139,2013-2014,PRP rents and charges,,87,b. Weekly total charges mean
E07000139,2016-2017,PRP rents and charges,,93.9,b. Weekly total charges mean
E07000139,2014-2015,PRP rents and charges,,88.1,a. Weekly rent mean
E07000140,2015-2016,PRP rents and charges,,88.1,a. Weekly rent mean
E07000140,2014-2015,PRP rents and charges,,94.9,b. Weekly total charges mean
E07000140,2013-2014,PRP rents and charges,,82.2,a. Weekly rent mean
E07000140,2015-2016,PRP rents and charges,,91.4,b. Weekly total charges mean
E07000140,2014-2015,PRP rents and charges,,90.8,a. Weekly rent mean
E07000140,2016-2017,PRP rents and charges,,90.5,b. Weekly total charges mean
E07000140,2016-2017,PRP rents and charges,,86,a. Weekly rent mean
E07000140,2013-2014,PRP rents and charges,,86.3,b. Weekly total charges mean
E07000141,2014-2015,PRP rents and charges,,94.8,b. Weekly total charges mean
E07000141,2016-2017,PRP rents and charges,,96.3,b. Weekly total charges mean
E07000141,2015-2016,PRP rents and charges,,95.7,a. Weekly rent mean
E07000141,2013-2014,PRP rents and charges,,89,a. Weekly rent mean
E07000141,2013-2014,PRP rents and charges,,93.5,b. Weekly total charges mean
E07000141,2015-2016,PRP rents and charges,,100.1,b. Weekly total charges mean
E07000141,2016-2017,PRP rents and charges,,89.6,a. Weekly rent mean
E07000141,2014-2015,PRP rents and charges,,90.7,a. Weekly rent mean
E07000142,2016-2017,PRP rents and charges,,77.4,a. Weekly rent mean
E07000142,2015-2016,PRP rents and charges,,77.4,a. Weekly rent mean
E07000142,2014-2015,PRP rents and charges,,78.6,b. Weekly total charges mean
E07000142,2013-2014,PRP rents and charges,,76.3,b. Weekly total charges mean
E07000142,2013-2014,PRP rents and charges,,74.7,a. Weekly rent mean
E07000142,2014-2015,PRP rents and charges,,76.9,a. Weekly rent mean
E07000142,2015-2016,PRP rents and charges,,79.3,b. Weekly total charges mean
E07000142,2016-2017,PRP rents and charges,,80,b. Weekly total charges mean
E07000143,2015-2016,PRP rents and charges,,89.7,a. Weekly rent mean
E07000143,2016-2017,PRP rents and charges,,90.4,b. Weekly total charges mean
E07000143,2013-2014,PRP rents and charges,,88.7,b. Weekly total charges mean
E07000143,2014-2015,PRP rents and charges,,89,b. Weekly total charges mean
E07000143,2016-2017,PRP rents and charges,,87.8,a. Weekly rent mean
E07000143,2015-2016,PRP rents and charges,,92,b. Weekly total charges mean
E07000143,2013-2014,PRP rents and charges,,86,a. Weekly rent mean
E07000143,2014-2015,PRP rents and charges,,86.8,a. Weekly rent mean
E07000144,2015-2016,PRP rents and charges,,89.7,a. Weekly rent mean
E07000144,2016-2017,PRP rents and charges,,89.8,a. Weekly rent mean
E07000144,2016-2017,PRP rents and charges,,91.6,b. Weekly total charges mean
E07000144,2015-2016,PRP rents and charges,,91.9,b. Weekly total charges mean
E07000144,2014-2015,PRP rents and charges,,96.6,b. Weekly total charges mean
E07000144,2014-2015,PRP rents and charges,,93.7,a. Weekly rent mean
E07000144,2013-2014,PRP rents and charges,,90.6,a. Weekly rent mean
E07000144,2013-2014,PRP rents and charges,,93.2,b. Weekly total charges mean
E07000145,2014-2015,PRP rents and charges,,85.2,a. Weekly rent mean
E07000145,2014-2015,PRP rents and charges,,93.4,b. Weekly total charges mean
E07000145,2016-2017,PRP rents and charges,,83.7,a. Weekly rent mean
E07000145,2013-2014,PRP rents and charges,,82.9,a. Weekly rent mean
E07000145,2016-2017,PRP rents and charges,,88.9,b. Weekly total charges mean
E07000145,2015-2016,PRP rents and charges,,88.4,b. Weekly total charges mean
E07000145,2013-2014,PRP rents and charges,,88.1,b. Weekly total charges mean
E07000145,2015-2016,PRP rents and charges,,82.5,a. Weekly rent mean
E07000146,2016-2017,PRP rents and charges,,83.6,b. Weekly total charges mean
E07000146,2013-2014,PRP rents and charges,,81.1,a. Weekly rent mean
E07000146,2014-2015,PRP rents and charges,,82.6,a. Weekly rent mean
E07000146,2013-2014,PRP rents and charges,,83,b. Weekly total charges mean
E07000146,2014-2015,PRP rents and charges,,84.9,b. Weekly total charges mean
E07000146,2015-2016,PRP rents and charges,,86.1,b. Weekly total charges mean
E07000146,2015-2016,PRP rents and charges,,83.5,a. Weekly rent mean
E07000146,2016-2017,PRP rents and charges,,80.1,a. Weekly rent mean
E07000147,2013-2014,PRP rents and charges,,85.3,a. Weekly rent mean
E07000147,2015-2016,PRP rents and charges,,91.5,b. Weekly total charges mean
E07000147,2014-2015,PRP rents and charges,,91.2,b. Weekly total charges mean
E07000147,2014-2015,PRP rents and charges,,86.3,a. Weekly rent mean
E07000147,2016-2017,PRP rents and charges,,83.8,a. Weekly rent mean
E07000147,2016-2017,PRP rents and charges,,87.1,b. Weekly total charges mean
E07000147,2013-2014,PRP rents and charges,,88.5,b. Weekly total charges mean
E07000147,2015-2016,PRP rents and charges,,88.4,a. Weekly rent mean
E07000148,2014-2015,PRP rents and charges,,89.8,a. Weekly rent mean
E07000148,2014-2015,PRP rents and charges,,99.1,b. Weekly total charges mean
E07000148,2013-2014,PRP rents and charges,,85.8,a. Weekly rent mean
E07000148,2016-2017,PRP rents and charges,,85,a. Weekly rent mean
E07000148,2016-2017,PRP rents and charges,,94,b. Weekly total charges mean
E07000148,2013-2014,PRP rents and charges,,95.9,b. Weekly total charges mean
E07000148,2015-2016,PRP rents and charges,,94,b. Weekly total charges mean
E07000148,2015-2016,PRP rents and charges,,86.7,a. Weekly rent mean
E07000149,2014-2015,PRP rents and charges,,87.3,a. Weekly rent mean
E07000149,2013-2014,PRP rents and charges,,84,a. Weekly rent mean
E07000149,2013-2014,PRP rents and charges,,88.3,b. Weekly total charges mean
E07000149,2015-2016,PRP rents and charges,,88.8,a. Weekly rent mean
E07000149,2015-2016,PRP rents and charges,,92.5,b. Weekly total charges mean
E07000149,2014-2015,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000149,2016-2017,PRP rents and charges,,87.7,a. Weekly rent mean
E07000149,2016-2017,PRP rents and charges,,90.7,b. Weekly total charges mean
E07000150,2013-2014,PRP rents and charges,,93.3,b. Weekly total charges mean
E07000150,2016-2017,PRP rents and charges,,94.4,b. Weekly total charges mean
E07000150,2015-2016,PRP rents and charges,,90.2,a. Weekly rent mean
E07000150,2015-2016,PRP rents and charges,,96.1,b. Weekly total charges mean
E07000150,2016-2017,PRP rents and charges,,88,a. Weekly rent mean
E07000150,2013-2014,PRP rents and charges,,88.8,a. Weekly rent mean
E07000150,2014-2015,PRP rents and charges,,97,b. Weekly total charges mean
E07000150,2014-2015,PRP rents and charges,,90.1,a. Weekly rent mean
E07000151,2013-2014,PRP rents and charges,,88.9,a. Weekly rent mean
E07000151,2015-2016,PRP rents and charges,,101.1,b. Weekly total charges mean
E07000151,2014-2015,PRP rents and charges,,94.2,a. Weekly rent mean
E07000151,2013-2014,PRP rents and charges,,92.3,b. Weekly total charges mean
E07000151,2016-2017,PRP rents and charges,,93.2,a. Weekly rent mean
E07000151,2016-2017,PRP rents and charges,,97.6,b. Weekly total charges mean
E07000151,2014-2015,PRP rents and charges,,97.6,b. Weekly total charges mean
E07000151,2015-2016,PRP rents and charges,,96.9,a. Weekly rent mean
E07000152,2013-2014,PRP rents and charges,,96.7,b. Weekly total charges mean
E07000152,2014-2015,PRP rents and charges,,99.8,b. Weekly total charges mean
E07000152,2013-2014,PRP rents and charges,,93.2,a. Weekly rent mean
E07000152,2016-2017,PRP rents and charges,,95.4,a. Weekly rent mean
E07000152,2015-2016,PRP rents and charges,,96.4,a. Weekly rent mean
E07000152,2015-2016,PRP rents and charges,,100,b. Weekly total charges mean
E07000152,2016-2017,PRP rents and charges,,99.6,b. Weekly total charges mean
E07000152,2014-2015,PRP rents and charges,,96.3,a. Weekly rent mean
E07000153,2015-2016,PRP rents and charges,,99,b. Weekly total charges mean
E07000153,2016-2017,PRP rents and charges,,90.4,a. Weekly rent mean
E07000153,2016-2017,PRP rents and charges,,97.3,b. Weekly total charges mean
E07000153,2013-2014,PRP rents and charges,,93.4,b. Weekly total charges mean
E07000153,2013-2014,PRP rents and charges,,87.6,a. Weekly rent mean
E07000153,2014-2015,PRP rents and charges,,91.8,a. Weekly rent mean
E07000153,2014-2015,PRP rents and charges,,97.7,b. Weekly total charges mean
E07000153,2015-2016,PRP rents and charges,,91.9,a. Weekly rent mean
E07000154,2015-2016,PRP rents and charges,,99.7,a. Weekly rent mean
E07000154,2016-2017,PRP rents and charges,,96,a. Weekly rent mean
E07000154,2013-2014,PRP rents and charges,,91.4,a. Weekly rent mean
E07000154,2014-2015,PRP rents and charges,,105.1,b. Weekly total charges mean
E07000154,2014-2015,PRP rents and charges,,98.5,a. Weekly rent mean
E07000154,2016-2017,PRP rents and charges,,103.6,b. Weekly total charges mean
E07000154,2013-2014,PRP rents and charges,,99.7,b. Weekly total charges mean
E07000154,2015-2016,PRP rents and charges,,107,b. Weekly total charges mean
E07000155,2015-2016,PRP rents and charges,,106,a. Weekly rent mean
E07000155,2014-2015,PRP rents and charges,,102.4,a. Weekly rent mean
E07000155,2013-2014,PRP rents and charges,,101.7,b. Weekly total charges mean
E07000155,2013-2014,PRP rents and charges,,98.7,a. Weekly rent mean
E07000155,2016-2017,PRP rents and charges,,103.5,a. Weekly rent mean
E07000155,2014-2015,PRP rents and charges,,105.5,b. Weekly total charges mean
E07000155,2015-2016,PRP rents and charges,,109,b. Weekly total charges mean
E07000155,2016-2017,PRP rents and charges,,106.4,b. Weekly total charges mean
E07000156,2014-2015,PRP rents and charges,,82.1,a. Weekly rent mean
E07000156,2015-2016,PRP rents and charges,,89,b. Weekly total charges mean
E07000156,2013-2014,PRP rents and charges,,80.9,a. Weekly rent mean
E07000156,2016-2017,PRP rents and charges,,84.7,b. Weekly total charges mean
E07000156,2013-2014,PRP rents and charges,,83.4,b. Weekly total charges mean
E07000156,2016-2017,PRP rents and charges,,82.1,a. Weekly rent mean
E07000156,2014-2015,PRP rents and charges,,84.9,b. Weekly total charges mean
E07000156,2015-2016,PRP rents and charges,,85.5,a. Weekly rent mean
E07000163,2015-2016,PRP rents and charges,,96.5,b. Weekly total charges mean
E07000163,2016-2017,PRP rents and charges,,92.5,a. Weekly rent mean
E07000163,2013-2014,PRP rents and charges,,86.8,a. Weekly rent mean
E07000163,2013-2014,PRP rents and charges,,90.9,b. Weekly total charges mean
E07000163,2016-2017,PRP rents and charges,,97,b. Weekly total charges mean
E07000163,2014-2015,PRP rents and charges,,96.4,b. Weekly total charges mean
E07000163,2015-2016,PRP rents and charges,,91.4,a. Weekly rent mean
E07000163,2014-2015,PRP rents and charges,,92.7,a. Weekly rent mean
E07000164,2016-2017,PRP rents and charges,,93.4,b. Weekly total charges mean
E07000164,2013-2014,PRP rents and charges,,88.7,b. Weekly total charges mean
E07000164,2015-2016,PRP rents and charges,,92.9,b. Weekly total charges mean
E07000164,2015-2016,PRP rents and charges,,91.2,a. Weekly rent mean
E07000164,2013-2014,PRP rents and charges,,86.9,a. Weekly rent mean
E07000164,2016-2017,PRP rents and charges,,91.5,a. Weekly rent mean
E07000164,2014-2015,PRP rents and charges,,89.6,a. Weekly rent mean
E07000164,2014-2015,PRP rents and charges,,91.5,b. Weekly total charges mean
E07000165,2013-2014,PRP rents and charges,,95.6,a. Weekly rent mean
E07000165,2015-2016,PRP rents and charges,,105.5,b. Weekly total charges mean
E07000165,2016-2017,PRP rents and charges,,102,b. Weekly total charges mean
E07000165,2016-2017,PRP rents and charges,,93,a. Weekly rent mean
E07000165,2014-2015,PRP rents and charges,,91.5,a. Weekly rent mean
E07000165,2013-2014,PRP rents and charges,,101.6,b. Weekly total charges mean
E07000165,2015-2016,PRP rents and charges,,97,a. Weekly rent mean
E07000165,2014-2015,PRP rents and charges,,98.8,b. Weekly total charges mean
E07000166,2015-2016,PRP rents and charges,,93.8,a. Weekly rent mean
E07000166,2013-2014,PRP rents and charges,,92,b. Weekly total charges mean
E07000166,2015-2016,PRP rents and charges,,106.3,b. Weekly total charges mean
E07000166,2014-2015,PRP rents and charges,,96.9,b. Weekly total charges mean
